AccVers;Species;ProtAnnotation;GeneAnnotation;GeneId;Location;ProtDef;GeneDef;TreeStatus;TreeAnnotation;RNAId;aBSRELStatus
XP_044927262.1;Mustela putorius furo;TRIM22;TRIM22;101674714;NW_025422126.1;E3 ubiquitin-protein ligase TRIM22 isoform X2 [Mustela putorius furo];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779051.2;Mustela putorius furo;TRIM22;TRIM22;101674714;NW_025422126.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Mustela putorius furo];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779055.1;Mustela putorius furo;TRIM34;TRIM34;106003314;NW_025422126.1;tripartite motif-containing protein 34 isoform X2 [Mustela putorius furo];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_044927460.1;Mustela putorius furo;TRIM34;TRIM34;106003314;NW_025422126.1;tripartite motif-containing protein 34 isoform X3 [Mustela putorius furo];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779052.1;Mustela putorius furo;TRIM34;TRIM34;106003314;NW_025422126.1;tripartite motif-containing protein 34 isoform X1 [Mustela putorius furo];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779056.1;Mustela putorius furo;TRIM5;TRIM5;101675922;NW_025422126.1;tripartite motif-containing protein 5 isoform X1 [Mustela putorius furo];LOC101675922 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_044927461.1;Mustela putorius furo;TRIM5;TRIM5;101675922;NW_025422126.1;tripartite motif-containing protein 5 isoform X2 [Mustela putorius furo];LOC101675922 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779063.1;Mustela putorius furo;TRIM6;TRIM6;101675015;NW_025422126.1;tripartite motif-containing protein 6 isoform X3 [Mustela putorius furo];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779060.1;Mustela putorius furo;TRIM6;TRIM6;101675015;NW_025422126.1;tripartite motif-containing protein 6 isoform X2 [Mustela putorius furo];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012904699.1;Mustela putorius furo;TRIM6;TRIM6;101675015;NW_025422126.1;tripartite motif-containing protein 6 isoform X4 [Mustela putorius furo];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004779057.1;Mustela putorius furo;TRIM6;TRIM6;101675015;NW_025422126.1;tripartite motif-containing protein 6 isoform X1 [Mustela putorius furo];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014395497.1;Myotis brandtii;TRIM22;TRIM22;102263914;NW_005358812.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Myotis brandtii];LOC102263914 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014390732.1;Myotis brandtii;TRIM22;TRIM22;102244991;NW_005355020.1;PREDICTED: LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Myotis brandtii];LOC102244991 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005860880.1;Myotis brandtii;TRIM34;TRIM34;102244187;NW_005355020.1;PREDICTED: tripartite motif-containing protein 34 [Myotis brandtii];LOC102244187 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014399628.1;Myotis brandtii;TRIM5;TRIM5;102256215;NW_005363586.1;PREDICTED: tripartite motif-containing protein 5-like [Myotis brandtii];LOC102256215 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014397487.1;Myotis brandtii;TRIM5;TRIM5;102259214;NW_005360994.1;PREDICTED: tripartite motif-containing protein 5 [Myotis brandtii];LOC102259214 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014389424.1;Myotis brandtii;TRIM5;TRIM5;102262635;NW_005354302.1;PREDICTED: tripartite motif-containing protein 5 isoform X2 [Myotis brandtii];LOC102262635 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014389423.1;Myotis brandtii;TRIM5;TRIM5;102262635;NW_005354302.1;PREDICTED: tripartite motif-containing protein 5 isoform X1 [Myotis brandtii];LOC102262635 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005867353.1;Myotis brandtii;TRIM5;TRIM5;102263815;NW_005359376.1;PREDICTED: tripartite motif-containing protein 5, partial [Myotis brandtii];LOC102263815 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005860882.1;Myotis brandtii;TRIM6;TRIM6;102244693;NW_005355020.1;PREDICTED: tripartite motif-containing protein 6 [Myotis brandtii];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015415684.1;Myotis davidii;TRIM22;TRIM22;102767617;NW_006281839.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Myotis davidii];LOC102767617 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006770132.2;Myotis davidii;TRIM22;TRIM22;102773168;NW_006295459.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Myotis davidii];LOC102773168 E3 ubiquitin-protein ligase TRIM22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006752662.1;Myotis davidii;TRIM34;TRIM6;102764759;NW_006281839.1;PREDICTED: tripartite motif-containing protein 34 isoform X1 [Myotis davidii];LOC102764759 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015415596.1;Myotis davidii;TRIM34;TRIM6;102764759;NW_006281839.1;PREDICTED: tripartite motif-containing protein 34 isoform X3 [Myotis davidii];LOC102764759 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015415633.1;Myotis davidii;TRIM34;TRIM6;102764759;NW_006281839.1;PREDICTED: tripartite motif-containing protein 34 isoform X4 [Myotis davidii];LOC102764759 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006767986.2;Myotis davidii;TRIM5;TRIM5;102752970;NW_006293959.1;PREDICTED: tripartite motif-containing protein 5 [Myotis davidii];LOC102752970 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015422163.1;Myotis davidii;TRIM5;TRIM5;102753792;NW_006293959.1;PREDICTED: tripartite motif-containing protein 5, partial [Myotis davidii];LOC102753792 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015423518.1;Myotis davidii;TRIM5;TRIM5;102772702;NW_006295459.1;PREDICTED: tripartite motif-containing protein 5 isoform X2 [Myotis davidii];LOC102772702 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006770130.1;Myotis davidii;TRIM5;TRIM5;102772702;NW_006295459.1;PREDICTED: tripartite motif-containing protein 5 isoform X1 [Myotis davidii];LOC102772702 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006767987.1;Myotis davidii;TRIM5;TRIM5;102753236;NW_006293959.1;PREDICTED: tripartite motif-containing protein 5 [Myotis davidii];LOC102753236 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006752668.1;Myotis davidii;TRIM5;TRIM5;102766461;NW_006281839.1;PREDICTED: tripartite motif-containing protein 5, partial [Myotis davidii];LOC102766461 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_015415573.1;Myotis davidii;TRIM6;TRIM6;102764759;NW_006281839.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Myotis davidii];LOC102764759 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014316239.1;Myotis lucifugus;TRIM22;TRIM22;102435966;NW_005871186.1;E3 ubiquitin-protein ligase TRIM22-like [Myotis lucifugus];LOC102435966 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014316245.2;Myotis lucifugus;TRIM22;TRIM22;106698119;NW_005871186.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Myotis lucifugus];LOC106698119 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006094619.1;Myotis lucifugus;TRIM34;TRIM34;102436786;NW_005871186.1;tripartite motif-containing protein 34 isoform X1 [Myotis lucifugus];LOC102436786 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_023614532.1;Myotis lucifugus;TRIM34;TRIM34;102436786;NW_005871186.1;tripartite motif-containing protein 34 isoform X2 [Myotis lucifugus];LOC102436786 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014305207.1;Myotis lucifugus;TRIM5;TRIM5;106694372;NW_005872421.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Myotis lucifugus];LOC106694372 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_023614533.1;Myotis lucifugus;TRIM5;TRIM5;102437606;NW_005871186.1;tripartite motif-containing protein 5 [Myotis lucifugus];LOC102437606 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_023614537.1;Myotis lucifugus;TRIM5;TRIM5;111827152;NW_005871186.1;tripartite motif-containing protein 5-like [Myotis lucifugus];LOC111827152 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014305204.1;Myotis lucifugus;TRIM5;TRIM5;102431987;NW_005872421.1;tripartite motif-containing protein 5-like isoform X2 [Myotis lucifugus];LOC102431987 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_014305203.1;Myotis lucifugus;TRIM5;TRIM5;102431987;NW_005872421.1;tripartite motif-containing protein 5-like isoform X1 [Myotis lucifugus];LOC102431987 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006094622.1;Myotis lucifugus;TRIM5;TRIM5;111822979;NW_005871186.1;tripartite motif-containing protein 5-like [Myotis lucifugus];LOC111822979 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_006094617.1;Myotis lucifugus;TRIM6;TRIM6;102436277;NW_005871186.1;tripartite motif-containing protein 6 [Myotis lucifugus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036181094.1;Myotis myotis;TRIM22;TRIM22;118664737;NW_023416314.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Myotis myotis];LOC118664737 E3 ubiquitin-protein ligase TRIM22-like;INCLUDED;TRIM22;XM_036325201.1;INCLUDED
XP_036181102.1;Myotis myotis;TRIM22;TRIM22;118664741;NW_023416314.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Myotis myotis];LOC118664741 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Other transcript was selected;TRIM22;;REMOVED|Other transcript was selected
XP_036181103.1;Myotis myotis;TRIM22;TRIM22;118664741;NW_023416314.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Myotis myotis];LOC118664741 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Other transcript was selected;TRIM22;;REMOVED|Other transcript was selected
XP_036181097.1;Myotis myotis;TRIM22;TRIM22;118664737;NW_023416314.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Myotis myotis];LOC118664737 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Other transcript was selected;TRIM22;;REMOVED|Other transcript was selected
XP_036181104.1;Myotis myotis;TRIM22;TRIM22;118664741;NW_023416314.1;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Myotis myotis];LOC118664741 E3 ubiquitin-protein ligase TRIM22-like;INCLUDED;TRIM22;XM_036325211.1;INCLUDED
XP_036181098.1;Myotis myotis;TRIM34;TRIM34;118664738;NW_023416314.1;tripartite motif-containing protein 34-like isoform X1 [Myotis myotis];LOC118664738 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_036325205.1;INCLUDED
XP_036181099.1;Myotis myotis;TRIM34;TRIM34;118664738;NW_023416314.1;tripartite motif-containing protein 34-like isoform X2 [Myotis myotis];LOC118664738 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_036181111.1;Myotis myotis;TRIM5;TRIM5;118664748;NW_023416314.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Myotis myotis];LOC118664748 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_036325218.1;REMOVED|Premature stop codon
XP_036180353.1;Myotis myotis;TRIM5;TRIM5;118664400;NW_023416314.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Myotis myotis];LOC118664400 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_036324460.1;REMOVED|Premature stop codon
XP_036181110.1;Myotis myotis;TRIM5;TRIM5;118664747;NW_023416314.1;tripartite motif-containing protein 5-like [Myotis myotis];LOC118664747 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_036325217.1;INCLUDED
XP_036181108.1;Myotis myotis;TRIM5;TRIM5;118664744;NW_023416314.1;tripartite motif-containing protein 5-like isoform X2 [Myotis myotis];LOC118664744 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_036181100.1;Myotis myotis;TRIM5;TRIM5;118664739;NW_023416314.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Myotis myotis];LOC118664739 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_036325207.1;INCLUDED
XP_036181106.1;Myotis myotis;TRIM5;TRIM5;118664744;NW_023416314.1;tripartite motif-containing protein 5-like isoform X1 [Myotis myotis];LOC118664744 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_036325213.1;INCLUDED
XP_036181101.1;Myotis myotis;TRIM6;TRIM6;118664740;NW_023416314.1;tripartite motif-containing protein 6 [Myotis myotis];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_036325208.1;INCLUDED
XP_029418139.1;Nannospalax galili;TRIM30;TRIM30;103732123;NW_008335836.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 30A-like [Nannospalax galili];LOC103732123 tripartite motif-containing protein 30A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_008828822.1;Nannospalax galili;TRIM30;TRIM30;103732077;NW_008335836.1;tripartite motif-containing protein 30A [Nannospalax galili];LOC103732077 tripartite motif-containing protein 30A;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029418151.1;Nannospalax galili;TRIM34;TRIM34;103732076;NW_008335836.1;tripartite motif-containing protein 34-like isoform X2 [Nannospalax galili];LOC103732076 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_008828821.1;Nannospalax galili;TRIM34;TRIM34;103732076;NW_008335836.1;tripartite motif-containing protein 34-like isoform X1 [Nannospalax galili];LOC103732076 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029418143.1;Nannospalax galili;TRIM6;TRIM6;103732075;NW_008335836.1;tripartite motif-containing protein 6 isoform X1 [Nannospalax galili];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029418146.1;Nannospalax galili;TRIM6;TRIM6;103732075;NW_008335836.1;tripartite motif-containing protein 6 isoform X3 [Nannospalax galili];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029418144.1;Nannospalax galili;TRIM6;TRIM6;103732075;NW_008335836.1;tripartite motif-containing protein 6 isoform X2 [Nannospalax galili];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029418138.1;Nannospalax galili;UNCHAR;UNCHAR;103732120;NW_008335836.1;LOW QUALITY PROTEIN: uncharacterized protein LOC103732120 [Nannospalax galili];LOC103732120 uncharacterized LOC103732120;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_044116169.1;Neogale vison;TRIM22;TRIM22;122913544;NC_058097.1;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Neogale vison];LOC122913544 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Too big (>600aa);;;REMOVED|Too big (>600aa)
XP_044114623.1;Neogale vison;TRIM34;TRIM34;122912658;NC_058097.1;tripartite motif-containing protein 34-like isoform X1 [Neogale vison];LOC122912658 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_044258688.1;INCLUDED
XP_044114626.1;Neogale vison;TRIM34;TRIM34;122912658;NC_058097.1;tripartite motif-containing protein 34-like isoform X2 [Neogale vison];LOC122912658 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_044114628.1;Neogale vison;TRIM34;TRIM34;122912658;NC_058097.1;tripartite motif-containing protein 34-like isoform X4 [Neogale vison];LOC122912658 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_044114627.1;Neogale vison;TRIM34;TRIM34;122912658;NC_058097.1;tripartite motif-containing protein 34-like isoform X3 [Neogale vison];LOC122912658 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_044114633.1;Neogale vison;TRIM6;TRIM6;122912659;NC_058097.1;tripartite motif-containing protein 6 isoform X3 [Neogale vison];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_044114634.1;Neogale vison;TRIM6;TRIM6;122912659;NC_058097.1;tripartite motif-containing protein 6 isoform X4 [Neogale vison];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
